transit_timestamp,transit_mode,station_complex_id,station_complex,borough,payment_method,fare_class_category,ridership,transfers,latitude,longitude,Georeference
02/25/2022 12:00:00 PM,subway,134,Sutter Av (L),Brooklyn,omny,OMNY - Full Fare,9,1,40.66937,-73.90198,POINT (-73.90198 40.66937)
02/25/2022 05:00:00 PM,subway,159,"81 St-Museum of Natural History (C,B)",Manhattan,metrocard,Metrocard - Other,45,2,40.781433,-73.972145,POINT (-73.972145 40.781433)
02/25/2022 04:00:00 AM,subway,381,Kingsbridge Rd (4),Bronx,omny,OMNY - Full Fare,9,1,40.86776,-73.89717,POINT (-73.89717 40.86776)
02/25/2022 06:00:00 PM,subway,395,103 St (6),Manhattan,metrocard,Metrocard - Unlimited 30-Day,59,0,40.7906,-73.94748,POINT (-73.94748 40.7906)
02/25/2022 04:00:00 PM,subway,56,Ocean Pkwy (Q),Brooklyn,metrocard,Metrocard - Other,2,0,40.576313,-73.9685,POINT (-73.9685 40.576313)
02/25/2022 06:00:00 PM,subway,295,231 St (1),Bronx,omny,OMNY - Full Fare,53,5,40.878857,-73.90483,POINT (-73.90483 40.878857)
02/25/2022 07:00:00 PM,subway,280,Jamaica-Van Wyck (E),Queens,metrocard,Metrocard - Other,4,0,40.702564,-73.81686,POINT (-73.81686 40.702564)
02/25/2022 10:00:00 AM,subway,371,Hunts Point Av (6),Bronx,metrocard,Metrocard - Seniors & Disability,9,1,40.82095,-73.89055,POINT (-73.89055 40.82095)
02/25/2022 02:00:00 PM,subway,56,Ocean Pkwy (Q),Brooklyn,metrocard,Metrocard - Fair Fare,3,0,40.576313,-73.9685,POINT (-73.9685 40.576313)
02/25/2022 03:00:00 PM,subway,54,"Sheepshead Bay (B,Q)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,58,0,40.586895,-73.954155,POINT (-73.954155 40.586895)
02/25/2022 06:00:00 AM,subway,78,Avenue U (N),Brooklyn,metrocard,Metrocard - Fair Fare,16,1,40.597473,-73.97913,POINT (-73.97913 40.597473)
02/25/2022 01:00:00 PM,subway,630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,metrocard,Metrocard - Students,28,1,40.699814,-73.91158,POINT (-73.91158 40.699814)
02/25/2022 03:00:00 AM,subway,210,Norwood-205 St (D),Bronx,metrocard,Metrocard - Unlimited 7-Day,4,0,40.87481,-73.87885,POINT (-73.87885 40.87481)
02/25/2022 06:00:00 PM,subway,111,Seneca Av (M),Queens,metrocard,Metrocard - Seniors & Disability,1,1,40.702763,-73.90774,POINT (-73.90774 40.702763)
02/25/2022 08:00:00 AM,subway,636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,139,0,40.692337,-73.98594,POINT (-73.98594 40.692337)
02/25/2022 12:00:00 AM,subway,57,"W 8 St-NY Aquarium (F,Q)",Brooklyn,omny,OMNY - Full Fare,2,0,40.576126,-73.97594,POINT (-73.97594 40.576126)
02/25/2022 07:00:00 PM,subway,471,34 St-Hudson Yards (7),Manhattan,metrocard,Metrocard - Unlimited 30-Day,77,0,40.755882,-74.00191,POINT (-74.00191 40.755882)
02/25/2022 10:00:00 AM,subway,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",Manhattan,omny,OMNY - Full Fare,420,13,40.735737,-73.98995,POINT (-73.98995 40.735737)
02/25/2022 03:00:00 AM,subway,449,111 St (7),Queens,metrocard,Metrocard - Other,2,0,40.75173,-73.85533,POINT (-73.85533 40.75173)
02/25/2022 12:00:00 PM,subway,100,"Hewes St (M,J)",Brooklyn,metrocard,Metrocard - Unlimited 30-Day,7,0,40.70687,-73.95343,POINT (-73.95343 40.70687)
02/25/2022 11:00:00 AM,subway,238,"Smith-9 Sts (F,G)",Brooklyn,metrocard,Metrocard - Unlimited 7-Day,12,0,40.67358,-73.99596,POINT (-73.99596 40.67358)
02/25/2022 09:00:00 PM,subway,426,"E 180 St (2,5)",Bronx,metrocard,Metrocard - Fair Fare,6,1,40.841892,-73.87349,POINT (-73.87349 40.841892)
