line,direction,from_station,to_station,total,early,am_peak,midday,pm_peak,evening,late
DLR,IB,Stratford,Stratford International DLR,176.0,11.0,20.0,69.0,19.0,33.0,24.0
DLR,IB,Canning Town,East India,246.0,22.0,40.0,73.0,40.0,37.0,34.0
DLR,IB,East India,Blackwall,246.0,21.0,40.0,74.0,40.0,36.0,35.0
DLR,IB,Blackwall,Poplar,245.0,21.0,40.0,72.0,40.0,37.0,35.0
DLR,IB,Poplar,Westferry,242.0,21.0,40.0,72.0,40.0,37.0,32.0
DLR,IB,Lewisham DLR,Elverson Road,278.0,14.0,58.0,76.0,60.0,40.0,30.0
DLR,IB,Elverson Road,Deptford Bridge,278.0,14.0,58.0,75.0,60.0,41.0,30.0
DLR,IB,Deptford Bridge,Greenwich,278.0,13.0,58.0,76.0,60.0,40.0,31.0
DLR,IB,Greenwich,Cutty Sark,278.0,13.0,58.0,75.0,60.0,41.0,31.0
DLR,IB,Cutty Sark,Island Gardens,278.0,13.0,58.0,74.0,60.0,41.0,32.0
DLR,IB,Island Gardens,Mudchute,278.0,12.0,58.0,75.0,60.0,41.0,32.0
DLR,IB,Mudchute,Crossharbour,279.0,13.0,57.0,75.0,60.0,42.0,32.0
DLR,IB,Crossharbour,South Quay,279.0,13.0,57.0,75.0,60.0,42.0,32.0
DLR,IB,South Quay,Heron Quays,279.0,12.0,57.0,76.0,60.0,41.0,33.0
DLR,IB,Heron Quays,Canary Wharf DLR,234.0,12.0,40.0,72.0,40.0,37.0,33.0
DLR,IB,Heron Quays,Canary Wharf DLR (Stratford),45.0,0.0,16.0,4.0,20.0,5.0,0.0
DLR,IB,Canary Wharf DLR,West India Quay,226.0,11.0,40.0,73.0,40.0,36.0,26.0
DLR,IB,Canary Wharf DLR (Stratford),West India Quay,223.0,10.0,36.0,74.0,41.0,37.0,25.0
DLR,IB,West India Quay,Westferry,226.0,11.0,40.0,72.0,40.0,37.0,26.0
DLR,IB,Westferry,Limehouse DLR,468.0,31.0,80.0,144.0,80.0,74.0,59.0
DLR,IB,Limehouse DLR,Shadwell DLR,468.0,30.0,80.0,145.0,80.0,73.0,60.0
DLR,IB,Shadwell DLR,Tower Gateway,121.0,9.0,20.0,36.0,21.0,18.0,17.0
DLR,IB,Shadwell DLR,Bank and Monument,346.0,20.0,60.0,108.0,60.0,55.0,43.0
DLR,IB,West India Quay,Poplar,223.0,10.0,36.0,74.0,41.0,37.0,25.0
DLR,IB,Poplar,All Saints,221.0,11.0,36.0,72.0,40.0,37.0,25.0
DLR,IB,All Saints,Langdon Park,229.0,14.0,40.0,72.0,41.0,36.0,26.0
DLR,IB,Langdon Park,Devons Road,229.0,14.0,40.0,72.0,41.0,36.0,26.0
DLR,IB,Devons Road,Bow Church,229.0,14.0,40.0,72.0,40.0,37.0,26.0
DLR,IB,Bow Church,Pudding Mill Lane,229.0,13.0,40.0,72.0,41.0,36.0,27.0
DLR,IB,Pudding Mill Lane,Stratford,220.0,13.0,39.0,68.0,39.0,34.0,27.0
DLR,OB,Stratford,Pudding Mill Lane,230.0,12.0,40.0,73.0,40.0,36.0,29.0
DLR,OB,Pudding Mill Lane,Bow Church,230.0,12.0,40.0,72.0,40.0,37.0,29.0
DLR,OB,Bow Church,Devons Road,230.0,11.0,40.0,73.0,40.0,37.0,29.0
DLR,OB,Devons Road,Langdon Park,230.0,11.0,40.0,72.0,40.0,37.0,30.0
DLR,OB,Langdon Park,All Saints,230.0,11.0,40.0,72.0,40.0,37.0,30.0
DLR,OB,All Saints,Poplar,230.0,10.0,40.0,73.0,40.0,37.0,30.0
DLR,OB,Bank and Monument,Shadwell DLR,347.0,22.0,60.0,108.0,60.0,55.0,42.0
DLR,OB,Tower Gateway,Shadwell DLR,122.0,10.0,20.0,37.0,20.0,19.0,16.0
DLR,OB,Shadwell DLR,Limehouse DLR,470.0,32.0,80.0,145.0,79.0,75.0,59.0
DLR,OB,Limehouse DLR,Westferry,470.0,31.0,80.0,145.0,79.0,75.0,60.0
DLR,OB,Westferry,Canary Wharf DLR,228.0,11.0,40.0,73.0,40.0,37.0,27.0
DLR,OB,Poplar,West India Quay,235.0,11.0,40.0,76.0,40.0,37.0,31.0
DLR,OB,West India Quay,Canary Wharf DLR (Stratford),235.0,10.0,41.0,76.0,40.0,37.0,31.0
DLR,OB,Canary Wharf DLR (Stratford),Heron Quays,51.0,1.0,20.0,5.0,19.0,6.0,0.0
DLR,OB,Canary Wharf DLR,Heron Quays,235.0,18.0,40.0,72.0,40.0,37.0,28.0
DLR,OB,Heron Quays,South Quay,286.0,18.0,60.0,78.0,59.0,43.0,28.0
DLR,OB,South Quay,Crossharbour,286.0,17.0,60.0,78.0,59.0,44.0,28.0
DLR,OB,Crossharbour,Mudchute,286.0,16.0,60.0,78.0,60.0,43.0,29.0
DLR,OB,Mudchute,Island Gardens,286.0,16.0,60.0,78.0,59.0,44.0,29.0
DLR,OB,Island Gardens,Cutty Sark,286.0,16.0,60.0,77.0,60.0,44.0,29.0
DLR,OB,Cutty Sark,Greenwich,286.0,15.0,61.0,76.0,60.0,44.0,30.0
DLR,OB,Greenwich,Deptford Bridge,286.0,15.0,59.0,78.0,59.0,45.0,30.0
DLR,OB,Deptford Bridge,Elverson Road,286.0,15.0,59.0,78.0,59.0,45.0,30.0
DLR,OB,Elverson Road,Lewisham DLR,282.0,14.0,57.0,78.0,58.0,44.0,31.0
DLR,OB,Westferry,Poplar,242.0,19.0,40.0,72.0,40.0,37.0,34.0
DLR,OB,Poplar,Blackwall,244.0,20.0,40.0,73.0,40.0,37.0,34.0
DLR,OB,Blackwall,East India,247.0,20.0,40.0,75.0,39.0,39.0,34.0
DLR,OB,East India,Canning Town,247.0,20.0,40.0,74.0,40.0,38.0,35.0
DLR,OB,Stratford International DLR,Stratford,177.0,11.0,20.0,69.0,21.0,32.0,24.0
DLR,OB,Stratford,Stratford High Street,177.0,11.0,20.0,69.0,20.0,32.0,25.0
DLR,OB,Stratford High Street,Abbey Road,177.0,11.0,20.0,69.0,20.0,32.0,25.0
DLR,OB,Abbey Road,West Ham,177.0,10.0,20.0,70.0,20.0,32.0,25.0
DLR,OB,West Ham,Star Lane,177.0,10.0,20.0,69.0,21.0,31.0,26.0
DLR,OB,Star Lane,Canning Town (Stratford),177.0,10.0,20.0,69.0,21.0,31.0,26.0
DLR,OB,Canning Town,Royal Victoria,126.0,10.0,20.0,38.0,20.0,20.0,18.0
DLR,OB,Canning Town (Stratford),Royal Victoria,101.0,2.0,20.0,35.0,20.0,16.0,8.0
DLR,OB,Royal Victoria,Custom House,227.0,11.0,40.0,74.0,40.0,35.0,27.0
DLR,OB,Custom House,Prince Regent,227.0,11.0,40.0,73.0,40.0,36.0,27.0
DLR,OB,Prince Regent,Royal Albert,227.0,11.0,40.0,73.0,40.0,36.0,27.0
DLR,OB,Royal Albert,Beckton Park,227.0,10.0,40.0,72.0,42.0,35.0,28.0
DLR,OB,Beckton Park,Cyprus,227.0,10.0,40.0,72.0,41.0,36.0,28.0
DLR,OB,Cyprus,Gallions Reach,227.0,10.0,40.0,72.0,41.0,36.0,28.0
DLR,OB,Gallions Reach,Beckton,200.0,9.0,38.0,57.0,38.0,29.0,29.0
DLR,OB,Canning Town,West Silvertown,121.0,9.0,20.0,37.0,19.0,19.0,17.0
DLR,OB,Canning Town (Stratford),West Silvertown,121.0,11.0,20.0,36.0,20.0,19.0,15.0
DLR,OB,West Silvertown,Pontoon Dock,242.0,19.0,40.0,72.0,41.0,37.0,33.0
DLR,OB,Pontoon Dock,London City Airport,242.0,19.0,40.0,72.0,40.0,38.0,33.0
DLR,OB,London City Airport,King George V,242.0,18.0,40.0,73.0,40.0,37.0,34.0
DLR,OB,King George V,Woolwich Arsenal,241.0,18.0,40.0,73.0,38.0,38.0,34.0
Elizabeth Line,EB,Reading,Twyford,49.0,5.0,11.0,12.0,12.0,6.0,3.0
Elizabeth Line,EB,Twyford,Maidenhead,49.0,5.0,10.0,12.0,12.0,6.0,4.0
Elizabeth Line,EB,Maidenhead,Taplow,78.0,9.0,16.0,23.0,13.0,12.0,5.0
Elizabeth Line,EB,Taplow,Burnham,78.0,8.0,16.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,Burnham,Slough,78.0,8.0,16.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,Slough,Langley,78.0,8.0,16.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,Langley,Iver,78.0,8.0,16.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,Iver,West Drayton,78.0,8.0,16.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,West Drayton,Hayes & Harlington,78.0,7.0,16.0,24.0,12.0,12.0,7.0
Elizabeth Line,EB,Heathrow Terminal 5 EL,Heathrow Terminals 2 & 3 EL,38.0,4.0,6.0,12.0,6.0,6.0,4.0
Elizabeth Line,EB,Heathrow Terminal 4 EL,Heathrow Terminals 2 & 3 EL,71.0,5.0,12.0,24.0,12.0,12.0,6.0
Elizabeth Line,EB,Heathrow Terminals 2 & 3 EL,Hayes & Harlington,109.0,9.0,18.0,36.0,18.0,18.0,10.0
Elizabeth Line,EB,Hayes & Harlington,Southall,187.0,15.0,34.0,60.0,30.0,30.0,18.0
Elizabeth Line,EB,Southall,Hanwell,187.0,14.0,34.0,60.0,30.0,30.0,19.0
Elizabeth Line,EB,Hanwell,West Ealing,187.0,14.0,34.0,60.0,30.0,30.0,19.0
Elizabeth Line,EB,West Ealing,Ealing Broadway,187.0,14.0,34.0,60.0,30.0,30.0,19.0
Elizabeth Line,EB,Ealing Broadway,Acton Main Line,187.0,13.0,35.0,59.0,30.0,30.0,20.0
Elizabeth Line,EB,Acton Main Line,Paddington NR,5.0,0.0,0.0,0.0,0.0,0.0,5.0
Elizabeth Line,EB,Acton Main Line,Paddington TfL,182.0,12.0,35.0,60.0,30.0,30.0,15.0
Elizabeth Line,EB,Paddington TfL,Bond Street,332.0,23.0,66.0,96.0,66.0,50.0,31.0
Elizabeth Line,EB,Bond Street,Tottenham Court Road,332.0,22.0,66.0,97.0,65.0,51.0,31.0
Elizabeth Line,EB,Tottenham Court Road,Farringdon,332.0,22.0,66.0,96.0,66.0,50.0,32.0
Elizabeth Line,EB,Farringdon,Liverpool Street LU,332.0,21.0,66.0,96.0,66.0,50.0,33.0
Elizabeth Line,EB,Liverpool Street LU,Whitechapel,332.0,20.0,66.0,96.0,66.0,50.0,34.0
Elizabeth Line,EB,Whitechapel,Canary Wharf EL,165.0,10.0,33.0,48.0,33.0,25.0,16.0
Elizabeth Line,EB,Canary Wharf EL,Custom House EL,165.0,9.0,33.0,49.0,32.0,26.0,16.0
Elizabeth Line,EB,Custom House EL,Woolwich EL,165.0,8.0,33.0,49.0,32.0,26.0,17.0
Elizabeth Line,EB,Woolwich EL,Abbey Wood,165.0,8.0,32.0,49.0,33.0,25.0,18.0
Elizabeth Line,EB,Whitechapel,Stratford,166.0,9.0,33.0,49.0,32.0,26.0,17.0
Elizabeth Line,EB,Liverpool Street NR,Stratford,10.0,3.0,0.0,0.0,6.0,0.0,1.0
Elizabeth Line,EB,Stratford,Maryland,176.0,11.0,33.0,49.0,38.0,26.0,19.0
Elizabeth Line,EB,Maryland,Forest Gate,176.0,11.0,33.0,49.0,38.0,26.0,19.0
Elizabeth Line,EB,Forest Gate,Manor Park,176.0,11.0,33.0,48.0,39.0,25.0,20.0
Elizabeth Line,EB,Manor Park,Ilford,176.0,10.0,33.0,49.0,38.0,26.0,20.0
Elizabeth Line,EB,Ilford,Seven Kings,176.0,10.0,33.0,49.0,37.0,27.0,20.0
Elizabeth Line,EB,Seven Kings,Goodmayes,176.0,9.0,33.0,49.0,38.0,26.0,21.0
Elizabeth Line,EB,Goodmayes,Chadwell Heath,176.0,9.0,33.0,49.0,37.0,27.0,21.0
Elizabeth Line,EB,Chadwell Heath,Romford,176.0,9.0,33.0,49.0,37.0,27.0,21.0
Elizabeth Line,EB,Romford,Gidea Park,176.0,8.0,33.0,49.0,37.0,27.0,22.0
Elizabeth Line,EB,Gidea Park,Harold Wood,170.0,7.0,33.0,50.0,31.0,27.0,22.0
Elizabeth Line,EB,Harold Wood,Brentwood,170.0,7.0,33.0,49.0,32.0,26.0,23.0
Elizabeth Line,EB,Brentwood,Shenfield,170.0,6.0,33.0,50.0,31.0,27.0,23.0
Elizabeth Line,WB,Shenfield,Brentwood,166.0,17.0,31.0,49.0,33.0,24.0,12.0
Elizabeth Line,WB,Brentwood,Harold Wood,166.0,16.0,31.0,49.0,33.0,24.0,13.0
Elizabeth Line,WB,Harold Wood,Gidea Park,166.0,15.0,32.0,49.0,33.0,24.0,13.0
Elizabeth Line,WB,Gidea Park,Romford,174.0,17.0,38.0,48.0,33.0,25.0,13.0
Elizabeth Line,WB,Romford,Chadwell Heath,174.0,17.0,37.0,49.0,33.0,24.0,14.0
Elizabeth Line,WB,Chadwell Heath,Goodmayes,174.0,17.0,38.0,48.0,33.0,25.0,13.0
Elizabeth Line,WB,Goodmayes,Seven Kings,174.0,17.0,37.0,49.0,33.0,24.0,14.0
Elizabeth Line,WB,Seven Kings,Ilford,174.0,17.0,37.0,49.0,33.0,24.0,14.0
Elizabeth Line,WB,Ilford,Manor Park,174.0,16.0,38.0,48.0,33.0,25.0,14.0
Elizabeth Line,WB,Manor Park,Forest Gate,174.0,15.0,38.0,49.0,33.0,24.0,15.0
Elizabeth Line,WB,Forest Gate,Maryland,174.0,14.0,39.0,48.0,33.0,25.0,15.0
Elizabeth Line,WB,Maryland,Stratford,174.0,14.0,39.0,48.0,33.0,25.0,15.0
Elizabeth Line,WB,Stratford,Liverpool Street NR,8.0,2.0,5.0,0.0,0.0,0.0,1.0
Elizabeth Line,WB,Stratford,Whitechapel,167.0,12.0,34.0,48.0,33.0,25.0,15.0
Elizabeth Line,WB,Abbey Wood,Woolwich EL,165.0,12.0,33.0,48.0,33.0,25.0,14.0
Elizabeth Line,WB,Woolwich EL,Custom House EL,165.0,12.0,33.0,48.0,33.0,25.0,14.0
Elizabeth Line,WB,Custom House EL,Canary Wharf EL,165.0,11.0,33.0,48.0,33.0,25.0,15.0
Elizabeth Line,WB,Canary Wharf EL,Whitechapel,165.0,11.0,33.0,48.0,33.0,25.0,15.0
Elizabeth Line,WB,Whitechapel,Liverpool Street LU,332.0,21.0,67.0,97.0,65.0,51.0,31.0
Elizabeth Line,WB,Liverpool Street LU,Farringdon,332.0,20.0,67.0,97.0,65.0,51.0,32.0
Elizabeth Line,WB,Farringdon,Tottenham Court Road,332.0,19.0,67.0,97.0,65.0,51.0,33.0
Elizabeth Line,WB,Tottenham Court Road,Bond Street,332.0,18.0,67.0,97.0,65.0,51.0,34.0
Elizabeth Line,WB,Bond Street,Paddington TfL,332.0,18.0,67.0,97.0,65.0,51.0,34.0
Elizabeth Line,WB,Paddington TfL,Acton Main Line,178.0,9.0,30.0,60.0,35.0,30.0,14.0
Elizabeth Line,WB,Paddington NR,Acton Main Line,11.0,8.0,0.0,0.0,0.0,0.0,3.0
Elizabeth Line,WB,Acton Main Line,Ealing Broadway,189.0,16.0,30.0,60.0,35.0,30.0,18.0
Elizabeth Line,WB,Ealing Broadway,West Ealing,189.0,17.0,30.0,60.0,35.0,30.0,17.0
Elizabeth Line,WB,West Ealing,Hanwell,189.0,17.0,30.0,60.0,35.0,30.0,17.0
Elizabeth Line,WB,Hanwell,Southall,189.0,17.0,30.0,60.0,35.0,30.0,17.0
Elizabeth Line,WB,Southall,Hayes & Harlington,189.0,16.0,30.0,60.0,35.0,30.0,18.0
Elizabeth Line,WB,Hayes & Harlington,Heathrow Terminals 2 & 3 EL,111.0,10.0,19.0,36.0,18.0,18.0,10.0
Elizabeth Line,WB,Heathrow Terminals 2 & 3 EL,Heathrow Terminal 4 EL,73.0,7.0,12.0,24.0,12.0,12.0,6.0
Elizabeth Line,WB,Heathrow Terminals 2 & 3 EL,Heathrow Terminal 5 EL,38.0,4.0,6.0,12.0,6.0,6.0,4.0
Elizabeth Line,WB,Hayes & Harlington,West Drayton,77.0,5.0,12.0,24.0,16.0,13.0,7.0
Elizabeth Line,WB,West Drayton,Iver,77.0,5.0,12.0,24.0,16.0,13.0,7.0
Elizabeth Line,WB,Iver,Langley,77.0,5.0,12.0,24.0,16.0,13.0,7.0
Elizabeth Line,WB,Langley,Slough,77.0,5.0,12.0,24.0,16.0,13.0,7.0
Elizabeth Line,WB,Slough,Burnham,77.0,4.0,12.0,24.0,16.0,13.0,8.0
Elizabeth Line,WB,Burnham,Taplow,77.0,4.0,12.0,24.0,16.0,13.0,8.0
Elizabeth Line,WB,Taplow,Maidenhead,77.0,4.0,12.0,24.0,16.0,13.0,8.0
Elizabeth Line,WB,Maidenhead,Twyford,49.0,4.0,11.0,12.0,12.0,7.0,3.0
Elizabeth Line,WB,Twyford,Reading,49.0,3.0,11.0,12.0,12.0,7.0,4.0
H&C and Circle,IR,Barking,East Ham,118.0,16.0,18.0,36.0,18.0,18.0,12.0
H&C and Circle,IR,East Ham,Upton Park,118.0,16.0,18.0,36.0,18.0,18.0,12.0
H&C and Circle,IR,Upton Park,Plaistow,118.0,16.0,17.0,36.0,18.0,18.0,13.0
H&C and Circle,IR,Plaistow,West Ham,119.0,15.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,West Ham,Bromley-by-Bow,119.0,15.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Bromley-by-Bow,Bow Road,119.0,15.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Bow Road,Mile End,119.0,14.0,19.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Mile End,Stepney Green,119.0,14.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Stepney Green,Whitechapel,119.0,14.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Whitechapel,Aldgate East,119.0,14.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Aldgate East,Liverpool Street LU,117.0,11.0,19.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Liverpool Street LU,Moorgate,233.0,20.0,36.0,72.0,36.0,36.0,33.0
H&C and Circle,IR,Moorgate,Barbican,233.0,19.0,37.0,72.0,35.0,37.0,33.0
H&C and Circle,IR,Barbican,Farringdon,233.0,19.0,36.0,72.0,36.0,36.0,34.0
H&C and Circle,IR,Farringdon,King's Cross St. Pancras,233.0,19.0,36.0,72.0,36.0,36.0,34.0
H&C and Circle,IR,King's Cross St. Pancras,Euston Square,234.0,19.0,36.0,72.0,36.0,36.0,35.0
H&C and Circle,IR,Euston Square,Great Portland Street,234.0,18.0,37.0,72.0,36.0,36.0,35.0
H&C and Circle,IR,Great Portland Street,Baker Street,234.0,18.0,37.0,72.0,35.0,37.0,35.0
H&C and Circle,IR,Baker Street,Edgware Road (DIS),234.0,18.0,36.0,72.0,36.0,36.0,36.0
H&C and Circle,IR,Edgware Road (DIS),Paddington TfL,113.0,10.0,18.0,35.0,19.0,17.0,14.0
H&C and Circle,IR,Paddington TfL,Royal Oak,234.0,18.0,36.0,72.0,36.0,36.0,36.0
H&C and Circle,IR,Royal Oak,Westbourne Park,234.0,17.0,36.0,73.0,36.0,36.0,36.0
H&C and Circle,IR,Westbourne Park,Ladbroke Grove,234.0,17.0,36.0,73.0,35.0,37.0,36.0
H&C and Circle,IR,Ladbroke Grove,Latimer Road,234.0,17.0,36.0,72.0,36.0,36.0,37.0
H&C and Circle,IR,Latimer Road,Wood Lane,234.0,16.0,36.0,73.0,36.0,36.0,37.0
H&C and Circle,IR,Wood Lane,Shepherd's Bush Market,234.0,16.0,36.0,73.0,35.0,37.0,37.0
H&C and Circle,IR,Shepherd's Bush Market,Goldhawk Road,234.0,16.0,36.0,72.0,36.0,36.0,38.0
H&C and Circle,IR,Goldhawk Road,Hammersmith (H&C),234.0,15.0,37.0,72.0,35.0,37.0,38.0
H&C and Circle,IR,Edgware Road (DIS),Paddington TfL,234.0,18.0,36.0,73.0,35.0,37.0,35.0
H&C and Circle,IR,Paddington TfL,Bayswater,114.0,10.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Bayswater,Notting Hill Gate,114.0,10.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Notting Hill Gate,High Street Kensington,114.0,10.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,High Street Kensington,Gloucester Road,113.0,10.0,18.0,36.0,18.0,18.0,13.0
H&C and Circle,IR,Gloucester Road,South Kensington,112.0,8.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,South Kensington,Sloane Square,112.0,8.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Sloane Square,Victoria LU,112.0,8.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Victoria LU,St. James's Park,112.0,8.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,St. James's Park,Westminster,112.0,8.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,IR,Westminster,Embankment,112.0,7.0,19.0,35.0,18.0,19.0,14.0
H&C and Circle,IR,Embankment,Temple,112.0,7.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Temple,Blackfriars LU,112.0,7.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Blackfriars LU,Mansion House,112.0,7.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Mansion House,Cannon Street LU,112.0,7.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Cannon Street LU,Bank and Monument,112.0,7.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Bank and Monument,Tower Hill,112.0,6.0,19.0,36.0,18.0,18.0,15.0
H&C and Circle,IR,Tower Hill,Aldgate,112.0,6.0,18.0,36.0,18.0,18.0,16.0
H&C and Circle,IR,Aldgate,Liverpool Street LU,116.0,9.0,18.0,36.0,18.0,18.0,17.0
H&C and Circle,OR,Liverpool Street LU,Aldgate,115.0,11.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Aldgate,Tower Hill,111.0,8.0,18.0,36.0,18.0,18.0,13.0
H&C and Circle,OR,Tower Hill,Bank and Monument,113.0,9.0,19.0,36.0,17.0,19.0,13.0
H&C and Circle,OR,Bank and Monument,Cannon Street LU,113.0,9.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Cannon Street LU,Mansion House,113.0,9.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Mansion House,Blackfriars LU,113.0,9.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Blackfriars LU,Temple,113.0,9.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Temple,Embankment,113.0,9.0,18.0,36.0,18.0,18.0,14.0
H&C and Circle,OR,Embankment,Westminster,113.0,9.0,17.0,37.0,18.0,18.0,14.0
H&C and Circle,OR,Westminster,St. James's Park,113.0,8.0,18.0,37.0,17.0,19.0,14.0
H&C and Circle,OR,St. James's Park,Victoria LU,113.0,8.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,OR,Victoria LU,Sloane Square,113.0,8.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,OR,Sloane Square,South Kensington,113.0,8.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,OR,South Kensington,Gloucester Road,114.0,9.0,18.0,36.0,18.0,18.0,15.0
H&C and Circle,OR,Gloucester Road,High Street Kensington,115.0,9.0,18.0,36.0,18.0,18.0,16.0
H&C and Circle,OR,High Street Kensington,Notting Hill Gate,119.0,13.0,18.0,36.0,18.0,18.0,16.0
H&C and Circle,OR,Notting Hill Gate,Bayswater,119.0,13.0,18.0,36.0,18.0,18.0,16.0
H&C and Circle,OR,Bayswater,Paddington TfL,119.0,13.0,17.0,37.0,18.0,18.0,16.0
H&C and Circle,OR,Paddington TfL,Edgware Road (DIS),119.0,12.0,18.0,36.0,18.0,18.0,17.0
H&C and Circle,OR,Hammersmith (H&C),Goldhawk Road,231.0,20.0,36.0,72.0,36.0,36.0,31.0
H&C and Circle,OR,Goldhawk Road,Shepherd's Bush Market,233.0,20.0,36.0,72.0,36.0,36.0,33.0
H&C and Circle,OR,Shepherd's Bush Market,Wood Lane,233.0,20.0,36.0,71.0,36.0,37.0,33.0
H&C and Circle,OR,Wood Lane,Latimer Road,233.0,19.0,36.0,72.0,36.0,36.0,34.0
H&C and Circle,OR,Latimer Road,Ladbroke Grove,233.0,20.0,36.0,72.0,36.0,36.0,33.0
H&C and Circle,OR,Ladbroke Grove,Westbourne Park,233.0,20.0,36.0,72.0,36.0,36.0,33.0
H&C and Circle,OR,Westbourne Park,Royal Oak,233.0,21.0,36.0,71.0,36.0,36.0,33.0
H&C and Circle,OR,Royal Oak,Paddington TfL,233.0,21.0,36.0,72.0,36.0,36.0,32.0
H&C and Circle,OR,Paddington TfL,Edgware Road (DIS),233.0,21.0,36.0,72.0,35.0,37.0,32.0
H&C and Circle,OR,Edgware Road (DIS),Baker Street,236.0,21.0,36.0,72.0,36.0,36.0,35.0
H&C and Circle,OR,Baker Street,Great Portland Street,237.0,22.0,36.0,71.0,36.0,37.0,35.0
H&C and Circle,OR,Great Portland Street,Euston Square,237.0,21.0,36.0,72.0,36.0,36.0,36.0
H&C and Circle,OR,Euston Square,King's Cross St. Pancras,237.0,22.0,36.0,72.0,36.0,36.0,35.0
H&C and Circle,OR,King's Cross St. Pancras,Farringdon,235.0,21.0,35.0,72.0,36.0,37.0,34.0
H&C and Circle,OR,Farringdon,Barbican,235.0,20.0,36.0,72.0,36.0,36.0,35.0
H&C and Circle,OR,Barbican,Moorgate,235.0,20.0,35.0,73.0,35.0,37.0,35.0
H&C and Circle,OR,Moorgate,Liverpool Street LU,234.0,19.0,36.0,72.0,36.0,36.0,35.0
H&C and Circle,OR,Liverpool Street LU,Aldgate East,119.0,8.0,18.0,36.0,17.0,19.0,21.0
H&C and Circle,OR,Aldgate East,Whitechapel,119.0,7.0,18.0,36.0,18.0,18.0,22.0
H&C and Circle,OR,Whitechapel,Stepney Green,119.0,7.0,18.0,36.0,18.0,18.0,22.0
H&C and Circle,OR,Stepney Green,Mile End,119.0,7.0,18.0,36.0,18.0,18.0,22.0
H&C and Circle,OR,Mile End,Bow Road,119.0,7.0,18.0,36.0,17.0,19.0,22.0
H&C and Circle,OR,Bow Road,Bromley-by-Bow,119.0,7.0,18.0,35.0,18.0,18.0,23.0
H&C and Circle,OR,Bromley-by-Bow,West Ham,119.0,7.0,17.0,36.0,18.0,18.0,23.0
H&C and Circle,OR,West Ham,Plaistow,119.0,6.0,18.0,36.0,18.0,18.0,23.0
H&C and Circle,OR,Plaistow,Upton Park,118.0,6.0,18.0,36.0,18.0,18.0,22.0
H&C and Circle,OR,Upton Park,East Ham,118.0,6.0,18.0,36.0,17.0,19.0,22.0
H&C and Circle,OR,East Ham,Barking,118.0,6.0,17.0,36.0,18.0,18.0,23.0
Jubilee,NB,Stratford,West Ham,431.0,29.0,79.0,132.0,83.0,66.0,42.0
Jubilee,NB,West Ham,Canning Town,443.0,32.0,82.0,134.0,86.0,66.0,43.0
Jubilee,NB,Canning Town,North Greenwich,443.0,31.0,82.0,135.0,85.0,66.0,44.0
Jubilee,NB,North Greenwich,Canary Wharf LU,475.0,31.0,88.0,149.0,90.0,72.0,45.0
Jubilee,NB,Canary Wharf LU,Canada Water,475.0,30.0,88.0,148.0,90.0,74.0,45.0
Jubilee,NB,Canada Water,Bermondsey,475.0,29.0,88.0,148.0,90.0,74.0,46.0
Jubilee,NB,Bermondsey,London Bridge LU,475.0,28.0,88.0,148.0,90.0,74.0,47.0
Jubilee,NB,London Bridge LU,Southwark,475.0,27.0,88.0,148.0,90.0,74.0,48.0
