line,direction,from_station,to_station,total,early,am_peak,midday,pm_peak,evening,late
LO Weaver,SB,Walthamstow Central,St James Street,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Weaver,SB,St James Street,Clapton,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Weaver,SB,Clapton,Hackney Downs,74.0,7.0,12.0,24.0,12.0,12.0,7.0
LO Weaver,SB,Hackney Downs (Enfield / Chesthunt),London Fields,85.0,5.0,18.0,24.0,16.0,13.0,9.0
LO Weaver,SB,Hackney Downs (Chingford Branch),London Fields,74.0,6.0,13.0,24.0,12.0,12.0,7.0
LO Weaver,SB,Hackney Downs (Chingford Branch),Bethnal Green LO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LO Weaver,SB,London Fields,Cambridge Heath,159.0,10.0,32.0,48.0,27.0,26.0,16.0
LO Weaver,SB,Cambridge Heath,Bethnal Green LO,159.0,10.0,31.0,48.0,27.0,26.0,17.0
LO Weaver,SB,Bethnal Green LO,Hackney Downs (Chingford Branch),74.0,6.0,12.0,24.0,12.0,12.0,8.0
LO Weaver,SB,Bethnal Green LO,Liverpool Street NR,85.0,4.0,19.0,24.0,15.0,14.0,9.0
London Trams,EB,Wimbledon Trams,Dundonald Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Dundonald Road,Merton Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Merton Park,Morden Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Morden Road,Phipps Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Phipps Bridge,Belgrave Walk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Belgrave Walk,Mitcham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Mitcham,Mitcham Junction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Mitcham Junction,Beddington Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Beddington Lane,Therapia Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Therapia Lane,Ampere Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Ampere Way,Waddon Marsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Waddon Marsh,Wandle Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Wandle Park,Reeves Corner,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Reeves Corner,Centrale,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Centrale,West Croydon Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,West Croydon Trams,Wellesley Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Wellesley Road,East Croydon Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,East Croydon Trams,Lebanon Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Lebanon Road,Sandilands,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Sandilands,Addiscombe,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Addiscombe,Blackhorse Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Blackhorse Lane,Woodside,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Woodside,Arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Arena,Elmers End,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Arena,Harrington Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Harrington Road,Birkbeck Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Birkbeck Trams,Avenue Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Avenue Road,Beckenham Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Beckenham Road,Beckenham Junction Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Sandilands,Lloyd Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Lloyd Park,Coombe Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Coombe Lane,Gravel Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Gravel Hill,Addington Village,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Addington Village,Fieldway,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,Fieldway,King Henry's Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,EB,King Henry's Drive,New Addington,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,New Addington,King Henry's Drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,King Henry's Drive,Fieldway,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Fieldway,Addington Village,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Addington Village,Gravel Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Gravel Hill,Coombe Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Coombe Lane,Lloyd Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Beckenham Junction Trams,Beckenham Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Beckenham Road,Avenue Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Avenue Road,Birkbeck Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Birkbeck Trams,Harrington Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Harrington Road,Arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Elmers End,Arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Arena,Woodside,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Woodside,Blackhorse Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Blackhorse Lane,Addiscombe,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Lloyd Park,Sandilands,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Addiscombe,Sandilands,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Sandilands,Lebanon Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Lebanon Road,East Croydon Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,East Croydon Trams,George Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,George Street,Church Street,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Church Street,Centrale,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Church Street,Wandle Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Wandle Park,Waddon Marsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Waddon Marsh,Ampere Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Ampere Way,Therapia Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Therapia Lane,Beddington Lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Beddington Lane,Mitcham Junction,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Mitcham Junction,Mitcham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Mitcham,Belgrave Walk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Belgrave Walk,Phipps Bridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Phipps Bridge,Morden Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Morden Road,Merton Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Merton Park,Dundonald Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Trams,WB,Dundonald Road,Wimbledon Trams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,NB,Aldgate,Liverpool Street LU,235.0,7.0,47.0,73.0,46.0,40.0,22.0
Metropolitan,NB,Liverpool Street LU,Moorgate,235.0,7.0,47.0,72.0,46.0,40.0,23.0
Metropolitan,NB,Moorgate,Barbican,235.0,7.0,46.0,73.0,46.0,40.0,23.0
Metropolitan,NB,Barbican,Farringdon,235.0,6.0,47.0,73.0,46.0,40.0,23.0
Metropolitan,NB,Farringdon,King's Cross St. Pancras,235.0,6.0,47.0,72.0,46.0,41.0,23.0
Metropolitan,NB,King's Cross St. Pancras,Euston Square,235.0,5.0,47.0,73.0,46.0,40.0,24.0
Metropolitan,NB,Euston Square,Great Portland Street,235.0,5.0,46.0,74.0,45.0,41.0,24.0
Metropolitan,NB,Great Portland Street,Baker Street,235.0,5.0,46.0,73.0,46.0,40.0,25.0
Metropolitan,NB,Baker Street,Finchley Road,358.0,20.0,67.0,100.0,66.0,58.0,47.0
Metropolitan,NB,Finchley Road,Wembley Park,358.0,18.0,66.0,102.0,64.0,60.0,48.0
Metropolitan,NB,Finchley Road,Wembley Park (Fast),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,NB,Finchley Road,Harrow-on-the-Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,NB,Wembley Park,Preston Road,361.0,25.0,64.0,102.0,64.0,59.0,47.0
Metropolitan,NB,Wembley Park (Fast),Harrow-on-the-Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,NB,Preston Road,Northwick Park,361.0,25.0,64.0,101.0,65.0,58.0,48.0
Metropolitan,NB,Northwick Park,Harrow-on-the-Hill,361.0,24.0,65.0,101.0,64.0,59.0,48.0
Metropolitan,NB,Harrow-on-the-Hill,North Harrow,190.0,15.0,34.0,48.0,37.0,33.0,23.0
Metropolitan,NB,Harrow-on-the-Hill,Moor Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,NB,North Harrow,Pinner,190.0,14.0,35.0,48.0,36.0,34.0,23.0
Metropolitan,NB,Pinner,Northwood Hills,190.0,14.0,34.0,48.0,37.0,33.0,24.0
Metropolitan,NB,Northwood Hills,Northwood,190.0,13.0,35.0,48.0,37.0,33.0,24.0
Metropolitan,NB,Northwood,Moor Park,190.0,13.0,35.0,48.0,36.0,34.0,24.0
Metropolitan,NB,Moor Park,Croxley,102.0,7.0,20.0,24.0,21.0,18.0,12.0
Metropolitan,NB,Croxley,Watford,102.0,7.0,20.0,24.0,20.0,19.0,12.0
Metropolitan,NB,Moor Park,Rickmansworth,88.0,5.0,15.0,24.0,16.0,15.0,13.0
Metropolitan,NB,Rickmansworth,Chorleywood,93.0,10.0,16.0,24.0,15.0,16.0,12.0
Metropolitan,NB,Chorleywood,Chalfont & Latimer,93.0,10.0,15.0,24.0,15.0,16.0,13.0
Metropolitan,NB,Chalfont & Latimer,Chesham,40.0,3.0,6.0,12.0,6.0,6.0,7.0
Metropolitan,NB,Chalfont & Latimer,Amersham,53.0,7.0,9.0,12.0,9.0,10.0,6.0
Metropolitan,NB,Harrow-on-the-Hill,West Harrow,161.0,9.0,27.0,48.0,26.0,27.0,24.0
Metropolitan,NB,West Harrow,Rayners Lane,161.0,9.0,26.0,48.0,27.0,26.0,25.0
Metropolitan,NB,Rayners Lane,Eastcote,161.0,8.0,27.0,48.0,27.0,26.0,25.0
Metropolitan,NB,Eastcote,Ruislip Manor,161.0,8.0,26.0,49.0,26.0,27.0,25.0
Metropolitan,NB,Ruislip Manor,Ruislip,161.0,8.0,26.0,48.0,27.0,26.0,26.0
Metropolitan,NB,Ruislip,Ickenham,161.0,7.0,27.0,48.0,27.0,26.0,26.0
Metropolitan,NB,Ickenham,Hillingdon,161.0,7.0,27.0,48.0,27.0,26.0,26.0
Metropolitan,NB,Hillingdon,Uxbridge,161.0,7.0,26.0,49.0,26.0,27.0,26.0
Metropolitan,SB,Uxbridge,Hillingdon,160.0,13.0,29.0,48.0,26.0,27.0,17.0
Metropolitan,SB,Hillingdon,Ickenham,161.0,14.0,28.0,49.0,25.0,27.0,18.0
Metropolitan,SB,Ickenham,Ruislip,161.0,14.0,28.0,48.0,26.0,27.0,18.0
Metropolitan,SB,Ruislip,Ruislip Manor,161.0,14.0,27.0,49.0,26.0,27.0,18.0
Metropolitan,SB,Ruislip Manor,Eastcote,161.0,14.0,27.0,49.0,25.0,28.0,18.0
Metropolitan,SB,Eastcote,Rayners Lane,161.0,13.0,28.0,49.0,25.0,27.0,19.0
Metropolitan,SB,Rayners Lane,West Harrow,161.0,13.0,27.0,49.0,26.0,27.0,19.0
Metropolitan,SB,West Harrow,Harrow-on-the-Hill,161.0,12.0,28.0,49.0,26.0,27.0,19.0
Metropolitan,SB,Amersham,Chalfont & Latimer,51.0,6.0,10.0,12.0,9.0,8.0,6.0
Metropolitan,SB,Chesham,Chalfont & Latimer,39.0,2.0,6.0,12.0,7.0,5.0,7.0
Metropolitan,SB,Chalfont & Latimer,Chorleywood,90.0,8.0,16.0,24.0,15.0,14.0,13.0
Metropolitan,SB,Chorleywood,Rickmansworth,90.0,8.0,16.0,24.0,14.0,15.0,13.0
Metropolitan,SB,Rickmansworth,Moor Park,88.0,8.0,16.0,24.0,15.0,14.0,11.0
Metropolitan,SB,Watford,Croxley,103.0,9.0,22.0,24.0,20.0,17.0,11.0
Metropolitan,SB,Croxley,Moor Park,103.0,9.0,22.0,24.0,19.0,18.0,11.0
Metropolitan,SB,Moor Park,Northwood,191.0,16.0,38.0,48.0,34.0,32.0,23.0
Metropolitan,SB,Moor Park,Harrow-on-the-Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,SB,Northwood,Northwood Hills,191.0,16.0,38.0,48.0,33.0,33.0,23.0
Metropolitan,SB,Northwood Hills,Pinner,191.0,15.0,38.0,49.0,33.0,33.0,23.0
Metropolitan,SB,Pinner,North Harrow,191.0,15.0,38.0,49.0,33.0,32.0,24.0
Metropolitan,SB,North Harrow,Harrow-on-the-Hill,191.0,15.0,38.0,48.0,33.0,33.0,24.0
Metropolitan,SB,Harrow-on-the-Hill,Northwick Park,338.0,25.0,67.0,97.0,58.0,53.0,38.0
Metropolitan,SB,Harrow-on-the-Hill,Wembley Park (Fast),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,SB,Harrow-on-the-Hill,Finchley Road,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan,SB,Northwick Park,Preston Road,338.0,24.0,67.0,97.0,58.0,53.0,39.0
Metropolitan,SB,Preston Road,Wembley Park,338.0,24.0,66.0,97.0,58.0,54.0,39.0
Metropolitan,SB,Wembley Park,Finchley Road,337.0,28.0,66.0,98.0,57.0,54.0,34.0
Metropolitan,SB,Finchley Road,Baker Street,357.0,32.0,67.0,100.0,67.0,55.0,36.0
Metropolitan,SB,Baker Street,Great Portland Street,235.0,12.0,47.0,73.0,46.0,39.0,18.0
Metropolitan,SB,Great Portland Street,Euston Square,235.0,12.0,47.0,73.0,45.0,40.0,18.0
Metropolitan,SB,Euston Square,King's Cross St. Pancras,235.0,11.0,47.0,73.0,46.0,39.0,19.0
Metropolitan,SB,King's Cross St. Pancras,Farringdon,235.0,11.0,47.0,73.0,46.0,39.0,19.0
Metropolitan,SB,Farringdon,Barbican,235.0,10.0,47.0,73.0,46.0,39.0,20.0
Metropolitan,SB,Barbican,Moorgate,235.0,10.0,47.0,72.0,47.0,39.0,20.0
Metropolitan,SB,Moorgate,Liverpool Street LU,235.0,10.0,47.0,72.0,46.0,40.0,20.0
Metropolitan,SB,Liverpool Street LU,Aldgate,235.0,9.0,47.0,72.0,47.0,39.0,21.0
Northern,NB,Morden,South Wimbledon,422.0,38.0,83.0,120.0,86.0,62.0,33.0
Northern,NB,South Wimbledon,Colliers Wood,422.0,37.0,83.0,120.0,86.0,62.0,34.0
Northern,NB,Colliers Wood,Tooting Broadway,422.0,36.0,83.0,120.0,86.0,62.0,35.0
Northern,NB,Tooting Broadway,Tooting Bec,422.0,35.0,84.0,120.0,85.0,63.0,35.0
Northern,NB,Tooting Bec,Balham LU,422.0,35.0,83.0,120.0,85.0,63.0,36.0
Northern,NB,Balham LU,Clapham South,422.0,34.0,84.0,120.0,84.0,64.0,36.0
Northern,NB,Clapham South,Clapham Common,422.0,33.0,84.0,120.0,84.0,64.0,37.0
Northern,NB,Clapham Common,Clapham North,422.0,32.0,84.0,120.0,84.0,64.0,38.0
Northern,NB,Clapham North,Stockwell,422.0,32.0,84.0,120.0,84.0,64.0,38.0
Northern,NB,Stockwell,Oval,422.0,31.0,84.0,120.0,84.0,64.0,39.0
Northern,NB,Oval,Kennington,44.0,10.0,15.0,0.0,15.0,4.0,0.0
Northern,NB,Oval,Kennington,378.0,20.0,69.0,121.0,68.0,61.0,39.0
Northern,NB,Battersea Power Station,Nine Elms,196.0,12.0,34.0,60.0,35.0,31.0,24.0
Northern,NB,Nine Elms,Kennington,196.0,12.0,34.0,60.0,34.0,32.0,24.0
Northern,NB,Nine Elms,Kennington,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,NB,Kennington,Waterloo LU,376.0,20.0,64.0,120.0,68.0,61.0,43.0
Northern,NB,Waterloo LU,Embankment,376.0,19.0,64.0,120.0,68.0,61.0,44.0
Northern,NB,Embankment,Charing Cross LU,376.0,18.0,65.0,120.0,67.0,62.0,44.0
Northern,NB,Charing Cross LU,Leicester Square,376.0,18.0,64.0,120.0,68.0,61.0,45.0
Northern,NB,Leicester Square,Tottenham Court Road,376.0,17.0,65.0,120.0,67.0,62.0,45.0
Northern,NB,Tottenham Court Road,Goodge Street,376.0,17.0,65.0,120.0,67.0,62.0,45.0
Northern,NB,Goodge Street,Warren Street,376.0,17.0,64.0,120.0,67.0,62.0,46.0
Northern,NB,Warren Street,Euston LU,376.0,16.0,65.0,120.0,67.0,62.0,46.0
Northern,NB,Euston LU,Mornington Crescent,376.0,16.0,64.0,120.0,67.0,62.0,47.0
Northern,NB,Mornington Crescent,Camden Town,234.0,11.0,64.0,72.0,33.0,32.0,22.0
Northern,NB,Mornington Crescent,Camden Town,142.0,4.0,0.0,49.0,33.0,31.0,25.0
Northern,NB,Kennington,Elephant & Castle LU,378.0,19.0,70.0,120.0,68.0,61.0,40.0
Northern,NB,Elephant & Castle LU,Borough,378.0,18.0,70.0,120.0,68.0,61.0,41.0
Northern,NB,Borough,London Bridge LU,378.0,18.0,69.0,120.0,69.0,60.0,42.0
Northern,NB,London Bridge LU,Bank and Monument,378.0,17.0,70.0,120.0,68.0,61.0,42.0
Northern,NB,Bank and Monument,Moorgate,378.0,16.0,70.0,120.0,68.0,61.0,43.0
Northern,NB,Moorgate,Old Street,378.0,16.0,69.0,121.0,67.0,62.0,43.0
Northern,NB,Old Street,Angel,378.0,15.0,69.0,121.0,68.0,61.0,44.0
Northern,NB,Angel,King's Cross St. Pancras,378.0,15.0,68.0,121.0,68.0,61.0,45.0
Northern,NB,King's Cross St. Pancras,Euston LU,378.0,14.0,69.0,121.0,67.0,62.0,45.0
Northern,NB,Euston LU,Camden Town,141.0,3.0,2.0,49.0,33.0,31.0,23.0
Northern,NB,Euston LU,Camden Town,237.0,11.0,66.0,72.0,34.0,31.0,23.0
Northern,NB,Camden Town (High Barnet),Kentish Town,375.0,14.0,66.0,120.0,66.0,63.0,46.0
Northern,NB,Kentish Town,Tufnell Park,375.0,13.0,66.0,120.0,67.0,62.0,47.0
Northern,NB,Tufnell Park,Archway,375.0,13.0,66.0,120.0,66.0,63.0,47.0
Northern,NB,Archway,Highgate,375.0,12.0,66.0,120.0,66.0,63.0,48.0
Northern,NB,Highgate,East Finchley,375.0,12.0,65.0,120.0,66.0,63.0,49.0
Northern,NB,East Finchley,Finchley Central,395.0,23.0,69.0,120.0,70.0,63.0,50.0
Northern,NB,Finchley Central,Mill Hill East,86.0,8.0,15.0,24.0,14.0,12.0,13.0
Northern,NB,Finchley Central,West Finchley,304.0,15.0,53.0,96.0,50.0,49.0,41.0
Northern,NB,West Finchley,Woodside Park,304.0,14.0,53.0,96.0,50.0,49.0,42.0
Northern,NB,Woodside Park,Totteridge & Whetstone,304.0,14.0,53.0,96.0,50.0,49.0,42.0
Northern,NB,Totteridge & Whetstone,High Barnet,304.0,13.0,53.0,96.0,50.0,49.0,43.0
Northern,NB,Camden Town (Edgware),Chalk Farm,379.0,14.0,65.0,122.0,66.0,63.0,49.0
Northern,NB,Chalk Farm,Belsize Park,379.0,13.0,66.0,121.0,67.0,62.0,50.0
Northern,NB,Belsize Park,Hampstead,379.0,13.0,65.0,122.0,66.0,63.0,50.0
Northern,NB,Hampstead,Golders Green,379.0,12.0,65.0,122.0,66.0,63.0,51.0
Northern,NB,Golders Green,Brent Cross,359.0,18.0,58.0,119.0,58.0,60.0,46.0
Northern,NB,Brent Cross,Hendon Central,359.0,17.0,58.0,120.0,57.0,61.0,46.0
Northern,NB,Hendon Central,Colindale,359.0,17.0,58.0,119.0,58.0,60.0,47.0
Northern,NB,Colindale,Burnt Oak,359.0,16.0,57.0,120.0,58.0,60.0,48.0
Northern,NB,Burnt Oak,Edgware,359.0,15.0,58.0,119.0,58.0,60.0,49.0
Northern,SB,Edgware,Burnt Oak,359.0,21.0,61.0,120.0,58.0,60.0,39.0
Northern,SB,Burnt Oak,Colindale,359.0,20.0,62.0,120.0,57.0,61.0,39.0
Northern,SB,Colindale,Hendon Central,359.0,19.0,62.0,120.0,57.0,61.0,40.0
Northern,SB,Hendon Central,Brent Cross,359.0,19.0,61.0,120.0,57.0,61.0,41.0
Northern,SB,Brent Cross,Golders Green,359.0,18.0,61.0,120.0,58.0,60.0,42.0
Northern,SB,Golders Green,Hampstead,365.0,20.0,62.0,120.0,63.0,60.0,40.0
Northern,SB,Hampstead,Belsize Park,379.0,23.0,65.0,120.0,70.0,60.0,41.0
Northern,SB,Belsize Park,Chalk Farm,379.0,23.0,64.0,120.0,71.0,59.0,42.0
Northern,SB,Chalk Farm,Camden Town,379.0,22.0,65.0,120.0,70.0,60.0,42.0
Northern,SB,High Barnet,Totteridge & Whetstone,305.0,18.0,52.0,97.0,50.0,49.0,39.0
Northern,SB,Totteridge & Whetstone,Woodside Park,305.0,17.0,52.0,97.0,50.0,49.0,40.0
Northern,SB,Woodside Park,West Finchley,305.0,17.0,51.0,97.0,50.0,49.0,41.0
Northern,SB,West Finchley,Finchley Central,305.0,17.0,50.0,98.0,50.0,49.0,41.0
Northern,SB,Mill Hill East,Finchley Central,86.0,7.0,16.0,24.0,13.0,13.0,13.0
Northern,SB,Finchley Central,East Finchley,395.0,22.0,67.0,122.0,69.0,63.0,52.0
Northern,SB,East Finchley,Highgate,376.0,21.0,65.0,120.0,69.0,61.0,40.0
Northern,SB,Highgate,Archway,376.0,20.0,65.0,120.0,69.0,61.0,41.0
Northern,SB,Archway,Tufnell Park,376.0,19.0,65.0,120.0,69.0,61.0,42.0
Northern,SB,Tufnell Park,Kentish Town,376.0,19.0,65.0,120.0,69.0,61.0,42.0
Northern,SB,Kentish Town,Camden Town,376.0,18.0,65.0,120.0,69.0,61.0,43.0
Northern,SB,Camden Town (Edgware),Mornington Crescent,191.0,12.0,32.0,60.0,35.0,30.0,22.0
Northern,SB,Camden Town (High Barnet),Mornington Crescent,186.0,7.0,33.0,60.0,34.0,30.0,22.0
Northern,SB,Mornington Crescent,Euston LU,377.0,19.0,65.0,120.0,68.0,61.0,44.0
Northern,SB,Euston LU,Warren Street,377.0,18.0,65.0,120.0,69.0,60.0,45.0
Northern,SB,Warren Street,Goodge Street,377.0,18.0,65.0,120.0,68.0,61.0,45.0
Northern,SB,Goodge Street,Tottenham Court Road,377.0,17.0,65.0,120.0,69.0,60.0,46.0
Northern,SB,Tottenham Court Road,Leicester Square,377.0,17.0,65.0,120.0,68.0,61.0,46.0
Northern,SB,Leicester Square,Charing Cross LU,377.0,16.0,65.0,120.0,69.0,60.0,47.0
Northern,SB,Charing Cross LU,Embankment,377.0,16.0,65.0,120.0,68.0,61.0,47.0
Northern,SB,Embankment,Waterloo LU,377.0,16.0,64.0,121.0,67.0,62.0,47.0
Northern,SB,Waterloo LU,Kennington,377.0,15.0,65.0,120.0,68.0,61.0,48.0
Northern,SB,Kennington,Oval,378.0,12.0,65.0,120.0,68.0,63.0,50.0
Northern,SB,Kennington,Oval,44.0,3.0,15.0,0.0,14.0,5.0,7.0
Northern,SB,Camden Town (Edgware),Euston LU,188.0,9.0,33.0,60.0,35.0,30.0,21.0
Northern,SB,Camden Town (High Barnet),Euston LU,190.0,10.0,32.0,60.0,35.0,31.0,22.0
Northern,SB,Euston LU,King's Cross St. Pancras,378.0,18.0,65.0,120.0,70.0,61.0,44.0
Northern,SB,King's Cross St. Pancras,Angel,378.0,18.0,64.0,121.0,69.0,62.0,44.0
Northern,SB,Angel,Old Street,378.0,17.0,65.0,120.0,69.0,62.0,45.0
Northern,SB,Old Street,Moorgate,378.0,16.0,65.0,120.0,69.0,62.0,46.0
Northern,SB,Moorgate,Bank and Monument,378.0,16.0,64.0,120.0,70.0,62.0,46.0
Northern,SB,Bank and Monument,London Bridge LU,378.0,15.0,65.0,120.0,69.0,62.0,47.0
Northern,SB,London Bridge LU,Borough,378.0,14.0,65.0,120.0,69.0,62.0,48.0
Northern,SB,Borough,Elephant & Castle LU,378.0,14.0,64.0,121.0,68.0,63.0,48.0
Northern,SB,Elephant & Castle LU,Kennington,378.0,13.0,65.0,120.0,68.0,63.0,49.0
Northern,SB,Kennington,Nine Elms,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Northern,SB,Kennington,Nine Elms,196.0,8.0,35.0,60.0,35.0,31.0,27.0
Northern,SB,Nine Elms,Battersea Power Station,196.0,8.0,35.0,60.0,34.0,32.0,27.0
Northern,SB,Oval,Stockwell,422.0,14.0,80.0,121.0,81.0,69.0,57.0
Northern,SB,Stockwell,Clapham North,422.0,13.0,80.0,121.0,81.0,69.0,58.0
Northern,SB,Clapham North,Clapham Common,422.0,13.0,80.0,121.0,80.0,70.0,58.0
Northern,SB,Clapham Common,Clapham South,422.0,12.0,80.0,121.0,81.0,69.0,59.0
Northern,SB,Clapham South,Balham LU,422.0,11.0,80.0,121.0,81.0,69.0,60.0
Northern,SB,Balham LU,Tooting Bec,422.0,10.0,80.0,122.0,80.0,70.0,60.0
Northern,SB,Tooting Bec,Tooting Broadway,422.0,10.0,80.0,121.0,80.0,70.0,61.0
Northern,SB,Tooting Broadway,Colliers Wood,422.0,9.0,80.0,121.0,80.0,70.0,62.0
Northern,SB,Colliers Wood,South Wimbledon,422.0,8.0,80.0,122.0,79.0,71.0,62.0
Northern,SB,South Wimbledon,Morden,422.0,7.0,81.0,121.0,78.0,72.0,63.0
Piccadilly,EB,Uxbridge,Hillingdon,78.0,6.0,19.0,18.0,14.0,13.0,8.0
Piccadilly,EB,Hillingdon,Ickenham,78.0,5.0,20.0,18.0,14.0,13.0,8.0
Piccadilly,EB,Ickenham,Ruislip,78.0,5.0,20.0,18.0,14.0,13.0,8.0
Piccadilly,EB,Ruislip,Ruislip Manor,79.0,5.0,20.0,19.0,13.0,14.0,8.0
Piccadilly,EB,Ruislip Manor,Eastcote,79.0,5.0,20.0,19.0,13.0,14.0,8.0
Piccadilly,EB,Eastcote,Rayners Lane,79.0,5.0,20.0,19.0,13.0,14.0,8.0
